User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0.299548,0.8192,1199.27,5952,0.299548
2,0,0,34.7538,6000,0.299548
3,0,0,631.415,6000,0
4,0,0,1170.14,6000,0
5,0,0,978.897,6000,1.18e-07
6,0.271852,0.930133,44.6074,5455,0.271852
7,0.27661,0.80384,1778.33,5529,0.00475814
8,0.277326,0.80384,414.426,5529,0.000715432
9,0.000436739,10.2332,155.058,4,0.276889
10,0.265849,1.22027,334.72,5285,0.265412
11,0.319835,0.0750933,506.235,5956,0.0539858
12,0.0078044,9.98912,292.807,147,0.31203
13,0.00779547,9.98912,1167.04,147,8.928e-06
14,0.000397622,10.2332,946.254,4,0.00739785
15,0.251409,16.7936,249.736,5016,0.251012
16,0.348422,0.785067,510.156,5954,0.0970133
17,0.207375,31.7781,86.3669,4138,0.141048
18,0,0,1307.2,6000,0.207375
19,0,0,965.854,6000,0
20,0,0,1163.3,6000,0
